,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Nscore^2,Nscore Escore,Nscore Oscore,Nscore Ascore,Nscore Cscore,Nscore Impulsive,Nscore SS,Escore^2,Escore Oscore,Escore Ascore,Escore Cscore,Escore Impulsive,Escore SS,Oscore^2,Oscore Ascore,Oscore Cscore,Oscore Impulsive,Oscore SS,Ascore^2,Ascore Cscore,Ascore Impulsive,Ascore SS,Cscore^2,Cscore Impulsive,Cscore SS,Impulsive^2,Impulsive SS,SS^2,Alcohol,Cannabis,EDU_18,EDU_Some_college,EDU_Cert,EDU_Uni,EDU_Mas,EDU_Doc,EDU_Doc,Age25_34,Age35_44,Age45_54,Age55_64,Age65_,Gender
0,0.31287,-0.57545,-0.58331,-0.91699,-0.00665,-0.21712,-1.18084,0.09788763689999999,-0.1800410415,-0.18250019969999998,-0.28689866129999997,-0.0020805855,-0.0679303344,-0.36944941079999993,0.3311427025,0.3356657395,0.5276818955,0.0038267425,0.12494170400000001,0.6795143779999999,0.3402505561,0.5348894369,0.0038790114999999997,0.1266482672,0.6887957803999999,0.8408706601,0.006097983499999999,0.1990968688,1.0828184715999998,4.42225e-05,0.001443848,0.007852585999999998,0.0471410944,0.25638398079999997,1.3943831055999998,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-0.67825,1.93886,1.43533,0.7609600000000001,-0.14277,-0.71126,-0.21575,0.4600230625,-1.3150317950000001,-0.9735125725,-0.5161211200000001,0.09683375250000001,0.48241209500000004,0.1463324375,3.7591780996,2.7829039238,1.4753949056000002,-0.2768110422,-1.3790335636,-0.418309045,2.0601722089,1.0922287168000002,-0.20492206410000002,-1.0208928158,-0.3096724475,0.5790601216000001,-0.10864225920000002,-0.5412404096000001,-0.16417712,0.020383272900000002,0.10154659020000001,0.030802627500000002,0.5058907876000001,0.153454345,0.0465480625,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1
2,-0.46725,0.80523,-0.8473200000000001,-1.6209,-1.0145,-1.37983,0.40148,0.2183225625,-0.3762437175,0.39591027,0.757365525,0.474025125,0.6447255675,-0.18759153,0.6483953529,-0.6822874836,-1.305197307,-0.8169058349999999,-1.1110805109,0.3232837404,0.7179511824000001,1.3734209880000001,0.85960614,1.1691575556,-0.34018203360000004,2.62731681,1.64440305,2.236566447,-0.650758932,1.02921025,1.3998375349999999,-0.40730146,1.9039308288999996,-0.5539741483999999,0.1611861904,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3,-0.14882,-0.80615,-0.01928,0.59042,0.5848899999999999,-1.37983,-1.18084,0.022147392400000004,0.119971243,0.0028692496,-0.0878663044,-0.08704332979999999,0.2053463006,0.1757326088,0.6498778225,0.015542572,-0.47596708299999996,-0.47150907349999993,1.1123499545,0.9519341659999999,0.00037171839999999997,-0.011383297599999998,-0.011276679199999997,0.026603122399999995,0.022766595199999996,0.34859577639999995,0.3453307537999999,-0.8146792285999999,-0.6971915527999999,0.3420963120999999,-0.8070487686999999,-0.6906615075999998,1.9039308288999996,1.6293584571999997,1.3943831055999998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0.73545,-1.6334,-0.45174,-0.30172,1.3061200000000002,-0.21712,-0.21575,0.5408867025,-1.20128403,-0.332232183,-0.221899974,0.9605859540000002,-0.159680904,-0.1586733375,2.66799556,0.7378721159999999,0.49282944799999995,-2.1334164080000004,0.354643808,0.35240604999999997,0.20406902759999998,0.1362989928,-0.5900266488,0.0980817888,0.09746290499999999,0.09103495839999999,-0.3940825264,0.0655094464,0.06509609,1.7059494544000005,-0.2835847744000001,-0.28179539000000003,0.0471410944,0.04684364,0.0465480625,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
5,-0.67825,-0.30033000000000004,-1.55521,2.03972,1.63088,-1.37983,-1.5485799999999998,0.4600230625,0.20369882250000004,1.0548211825,-1.3834400900000001,-1.10614436,0.9358696974999999,1.050324385,0.09019810890000002,0.46707621930000004,-0.6125891076000001,-0.4898021904000001,0.4144043439,0.4650850314,2.4186781441,-3.1721929412,-2.5363608848,2.1459254142999997,2.4083671017999997,4.1604576784,3.3265385536000003,-2.8144668476,-3.1586695975999994,2.6597695744000003,-2.2503371504,-2.5255481504,1.9039308288999996,2.1367771413999996,2.3981000163999995,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6,-0.46725,-1.09207,-0.45174,-0.30172,0.93949,-0.21712,0.07987000000000001,0.2183225625,0.5102697075,0.211075515,0.14097867,-0.43897670250000004,0.10144932000000001,-0.03731925750000001,1.1926168849000003,0.4933317018,0.3294993604,-1.0259888443,0.23711023840000003,-0.08722363090000002,0.20406902759999998,0.1362989928,-0.42440521259999997,0.0980817888,-0.036080473800000006,0.09103495839999999,-0.2834629228,0.0655094464,-0.024098376400000003,0.8826414601000001,-0.20398206880000003,0.07503706630000001,0.0471410944,-0.0173413744,0.006379216900000002,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7,-1.32828,1.93886,-0.8473200000000001,-0.30172,1.63088,0.19268,-0.52593,1.7643277583999997,-2.5753489608,1.1254782096,0.4007686416,-2.1662652864,-0.25593299039999995,0.6985823003999999,3.7591780996,-1.6428348552,-0.5849928392,3.1620479968,0.3735795448,-1.0197046398,0.7179511824000001,0.2556533904,-1.3818772416000003,-0.1632616176,0.4456310076000001,0.09103495839999999,-0.4920691136,-0.05813540959999999,0.1586835996,2.6597695744000003,0.3142379584,-0.8577287184000001,0.037125582399999996,-0.1013361924,0.2766023649,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,0.62967,2.57309,-0.97631,0.7609600000000001,1.13407,-1.37983,-1.5485799999999998,0.3964843088999999,1.6201975803,-0.6147531177,0.4791536832,0.7140898568999999,-0.8688375560999999,-0.9750943685999999,6.6207921481000005,-2.5121334979000003,1.9580185664000003,2.9180641762999997,-3.5504267747,-3.9846357122,0.9531812161000001,-0.7429328576,-1.1072038816999998,1.3471418273,1.5118941397999999,0.5790601216000001,0.8629819072,-1.0499954368,-1.1784074368,1.2861147648999998,-1.5648238080999997,-1.7561981205999997,1.9039308288999996,2.1367771413999996,2.3981000163999995,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9,-0.24649,0.0033200000000000005,-1.42424,0.59042,0.12331,-1.37983,-0.8463700000000001,0.06075732009999999,-0.0008183468000000001,0.35106091759999997,-0.14553262579999998,-0.030394681899999998,0.34011429669999993,0.2086217413,1.1022400000000003e-05,-0.004728476800000001,0.0019601944000000003,0.0004093892000000001,-0.0045810356,-0.0028099484000000006,2.0284595776,-0.8408997807999999,-0.1756230344,1.9652090791999999,1.2054340088,0.34859577639999995,0.0728046902,-0.8146792285999999,-0.4997137754,0.015205356100000001,-0.1701468373,-0.10436588470000001,1.9039308288999996,1.1678467171,0.7163421769000001,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
